"cell_id","Component_1","Component_2","State","Pseudotime","stage_group","paper_like_label","SOX2","EOMES","MYT1L","Zone"
"SRR2967118",-20.0213883451838,-1.63450757395894,"5",40.2317846323367,"N_like","N1",2.33635194995996,0,0,"CP"
"SRR2967119",-18.2728618342468,-0.966959981774441,"5",38.3670819100316,"N_like","N1",1.00494716556465,0,0.716086595299354,"CP"
"SRR2967120",-20.525652497678,-1.95040024628595,"5",40.8046200079869,"N_like","N1",2.87611809369183,0,0,"CP"
"SRR2967121",6.70704290990037,4.80512778818171,"3",13.1365484355078,"BP_like","BP2",0,0,0.41269482556661,"iSVZ"
"SRR2967122",-19.9341336284148,-1.53807749613806,"5",40.1208980174294,"N_like","N1",2.89947148799919,0,0.195845210783651,"CP"
"SRR2967123",-19.8752376833145,-1.54285078905976,"5",40.0657245584897,"N_like","N1",0.258569576437978,0,0.042734818163002,"CP"
"SRR2967124",-19.2295017637645,-1.28183556676469,"5",39.372537296243,"N_like","N1",2.1195719840917,0,0,"CP"
"SRR2967125",1.8743851908325,2.86983883737413,"4",17.67644963166,"BP_like","BP1",5.62385808488505,8.05495155396071,0.425235846977779,"oSVZ"
"SRR2967126",-19.5959927275065,-1.42989432758796,"5",39.7659371477863,"N_like","N1",2.55133143929129,0,0.489408318927453,"CP"
"SRR2967127",-18.9553016879022,-2.02474637081172,"5",39.3186210957262,"N_like","N1",2.27919491358272,2.52929373565811,3.92558173585055,"CP"
"SRR2967128",-18.8661581235814,-1.1205538881075,"5",38.9784240229666,"N_like","N1",2.09230893746096,0,0,"CP"
"SRR2967129",-19.2484672164287,-1.30073347673299,"5",39.3960617686417,"N_like","N1",4.74913197319041,0.186994893915039,0,"CP"
"SRR2967130",-6.06741416111834,2.49796229321639,"4",25.6019159591861,"BP_like","BP1",6.84472459228309,0,0.40390574879672,"oSVZ"
"SRR2967131",-20.1224126396982,-1.67671799494123,"5",40.3406169337936,"N_like","N1",2.04666566776349,0,0.311084545314369,"CP"
"SRR2967132",-12.2032613454127,0.373672265881949,"5",32.1620415746304,"N_like","N1",4.55722626442917,0,0.247199604090595,"oSVZ"
"SRR2967133",-6.93236175822725,2.2377696716015,"4",26.4818923726685,"BP_like","BP1",1.57807887627211,0,0,"oSVZ"
"SRR2967134",-19.4376923403006,-1.35456187086035,"5",39.5928108881983,"N_like","N1",2.83975203402798,0,0.371845421687431,"CP"
"SRR2967135",-19.3592356552639,-1.6638335764294,"5",39.604619312573,"N_like","N1",3.73159600188456,0,0,"CP"
"SRR2967136",-18.2067894975208,-0.923659127796351,"5",38.2916046415828,"N_like","N1",5.47303030473558,0,0.163221759774586,"CP"
"SRR2967137",-19.5826525712861,-1.55667729106466,"5",39.7888405982402,"N_like","N1",4.45079555581761,0,0.262730205560434,"CP"
"SRR2967138",-2.2414723617099,2.80930680226562,"4",21.7792552873337,"BP_like","BP1",5.89349812448656,0,0,"oSVZ"
"SRR2967139",-14.4091325317625,0.168979052259986,"5",34.3540152793181,"N_like","N1",5.25929132105357,0,0,"CP"
"SRR2967140",-20.6599876380488,-2.13667534232061,"5",40.9859742634606,"N_like","N1",3.13094733885392,0,0.268493082342792,"CP"
"SRR2967141",-20.0463017513421,-1.7740148219254,"5",40.2949816909619,"N_like","N1",4.76798312758651,0,0,"CP"
"SRR2967142",-19.2252417288767,-2.44800512984388,"5",39.696875429789,"N_like","N1",4.16004888831894,0,2.98123526687257,"CP"
"SRR2967143",-2.52855521637716,1.85102054670497,"4",22.194451422045,"BP_like","BP1",1.85378411621408,0,6.45759265034009,"oSVZ"
"SRR2967144",-19.1902902695432,-1.33942055753732,"5",39.3511244183611,"N_like","N1",0,0,0,"CP"
"SRR2967145",-19.1674764599435,-1.9340832914984,"5",39.4967106799272,"N_like","N1",0.535562300519628,0,6.62574098376052,"CP"
"SRR2967146",-12.9531153081276,0.161422218216096,"5",32.9397272036103,"N_like","N1",2.0164036078934,0,0.221853577172156,"oSVZ"
"SRR2967147",-20.0250072452994,-1.76172615188304,"5",40.271084771412,"N_like","N1",3.73976171118813,0,2.71890955437923,"CP"
"SRR2967148",-6.62417957768602,1.71554023960366,"4",26.2788645381981,"BP_like","BP1",0,0,0,"oSVZ"
"SRR2967149",-19.5505753095573,-1.27358122256102,"5",39.678330899743,"N_like","N1",2.2202680353087,0,0,"CP"
"SRR2967150",-20.4184325494434,-1.95441569063904,"5",40.7028683443647,"N_like","N1",3.07223445363576,0,0,"CP"
"SRR2967151",-19.4138599698867,-2.36405775078425,"5",39.8542404641991,"N_like","N1",0.901523802935126,0,7.27448531756955,"CP"
"SRR2967152",-14.2924833539827,-0.63255581130605,"5",34.4273858571182,"N_like","N1",2.22938488527137,0,0,"CP"
"SRR2967153",-19.4181666986645,-1.47406959585865,"5",39.6077317309161,"N_like","N1",4.91205101260315,0,0.247431748628009,"CP"
"SRR2967154",-19.1210275032926,-1.56365183104486,"5",39.3478053792187,"N_like","N1",4.75670308634617,0,0,"CP"
"SRR2967155",-20.1807070556571,-1.6154058440601,"5",40.3792884993629,"N_like","N1",5.81416842271304,0,0,"CP"
"SRR2967156",-19.4395637258106,-1.4090202483339,"5",39.6099466374455,"N_like","N1",1.87073558017593,0,0.163252680272661,"CP"
"SRR2967157",-20.4387798306113,-1.84270195299577,"5",40.6909331045839,"N_like","N1",3.2471330531522,0,0,"CP"
"SRR2967158",-19.9348256078404,-1.57527860346419,"5",40.1320413086511,"N_like","N1",3.57343512224329,0,0,"CP"
"SRR2967159",-11.783579691702,-0.693378262927376,"6",32.5329402715767,"N_like","N2",0.200361219347279,0,5.8745535458941,"oSVZ"
