"cell_id","X","Y","cluster","Pseudotime","paper_state","Zone","PAX6","EOMES","MYT1L"
"SRR2967279",-132.797312672082,15.7377227585793,"1",29.0707084038444,"AP1","VZ",8.59361894790245,0,0
"SRR2967281",-107.731881168908,-3.41464057539515,"1",17.1471663979681,"AP1","VZ",7.23519092704256,0,0
"SRR2967283",-129.249814587602,25.4198660459972,"1",28.1682974438354,"AP1","VZ",7.97206650795775,0,3.44154456441967
"SRR2967301",12.9413502768575,-54.9070936191322,"6",192.027390527886,"BP1","iSVZ",7.81722032098365,0,4.55426344120586
"SRR2967307",-84.1254825967825,51.7854148077894,"1",43.2520271429911,"AP1","VZ",7.85931114355317,0,4.84668887138114
"SRR2967313",-107.563406053902,56.856118884823,"1",43.7329414556825,"AP1","VZ",7.79609802949333,3.55812066272863,6.92231679921813
"SRR2967319",18.6215996459411,6.78877930675273,"2",238.183754527418,"N2","CP",0,0,9.63151904123023
"SRR2967332",-100.418406194235,-11.8570907350393,"1",25.3703667709298,"AP1","VZ",6.67561836550752,0,1.05981210486304
"SRR2967334",-116.521885725031,21.1728443430776,"1",14.9440838072906,"AP1","VZ",7.80090636939029,0,0
"SRR2967337",-95.4132104017702,19.5400957523582,"1",10.4882673526737,"AP1","VZ",7.33083622831154,5.64528086879952,1.50023097946419
"SRR2967350",-95.8253955699324,79.7915218479666,"1",66.988749223679,"AP1","VZ",4.6564963705535,0,8.37439615884164
"SRR2967353",7.94371831328822,13.2089498540653,"3",289.497330344597,"N3","CP",0,0,7.71171514862302
"SRR2967359",-3.51200756868191,0.707741151485085,"3",297.1974024566,"N3","CP",0,1.97905220437771,5.38071559767822
"SRR2967376",-2.98617268166895,32.7066330671201,"3",267.182751053443,"N3","CP",1.32218198687272,0,7.00922398607117
"SRR2967377",1.71104821429794,46.007587581251,"3",265.062119050302,"N2","CP",0,0,7.04643649099447
"SRR2967385",-55.0143748137978,-22.1230566796177,"5",103.459349314341,"AP2","VZ",8.09094867565922,0,0.0486620945350443
"SRR2967389",9.69219245683807,38.1532311175027,"3",274.308097527347,"N3","CP",0,0,7.62993212602535
"SRR2967395",-22.1376940012682,56.6113825323919,"3",266.484198061398,"N3","CP",4.01251504072025,0,6.28093033914948
"SRR2967402",-11.0974122976024,21.2523930096476,"3",275.894196365217,"N3","CP",0.314824115153516,0,8.17976978859633
"SRR2967409",6.89632818693028,39.4866726994059,"3",271.232190749903,"N3","CP",0.324171183700106,0,0.45143322030669
"SRR2967417",0.90522928055208,19.3970715134619,"3",280.680641193571,"N3","CP",1.09144935038035,0,7.49329507050358
"SRR2967418",-20.229903406065,30.2600342283253,"3",268.995816815263,"N3","CP",1.51733617173403,0,1.86465961766763
"SRR2967433",-65.1064687016703,-34.7001778914813,"5",105.887880370695,"AP2","VZ",8.38923122224195,0,0
"SRR2967435",-45.0659533413507,108.388037928554,"3",322.443038196994,"N3","CP",0,0,5.08488490440721
"SRR2967441",-51.780015469385,122.471234374805,"3",338.033609726134,"N3","CP",0.541122269918606,0,9.20914627285415
"SRR2967442",-104.779208279782,-3.68204308607831,"1",16.9913401446986,"AP1","VZ",6.16695640953691,0,0.930967393602147
"SRR2967443",-30.0895789346182,98.7657332851472,"3",307.617333213609,"N3","CP",0.833230146370899,0.241649845067328,5.77947248381303
"SRR2967444",-129.681144395045,7.4544432124998,"1",26.4995891323683,"AP1","VZ",7.63695806930171,0,0
"SRR2967447",-80.3216790265216,-19.6516850651189,"1",40.4640781256601,"AP1","VZ",6.01155154576552,0,1.94970673889513
"SRR2967449",-46.9493482747392,-21.6226134775257,"5",99.9741095579364,"AP2","VZ",8.20221199944052,0,6.09019924346878
"SRR2967450",-121.467214946129,0.30215068510576,"1",21.8986887972492,"AP1","VZ",9.36012500743444,0,0
"SRR2967451",-18.8114383141439,37.204347452365,"3",262.41255683588,"N2","CP",5.32745743429415,0.443899403999735,8.63075491923525
"SRR2967453",-40.6378755142918,92.3245705822061,"3",306.292094936478,"N3","CP",1.78284885523327,0,8.74240039122287
"SRR2967455",-23.3226281364837,78.8889914187297,"3",286.620364272014,"N3","CP",0,0.544164861642224,4.95711597496823
"SRR2967457",-69.4827677123895,-37.5376175640724,"5",109.908999841678,"AP2","VZ",5.86554522889016,0,0
"SRR2967458",-118.479192645402,33.7892872485974,"1",25.2012361502386,"AP1","VZ",7.41631619718317,0,4.71969273037631
"SRR2967462",-107.670048816625,-10.0680555645295,"1",23.6644129722008,"AP1","VZ",7.29974835532993,0,0
"SRR2967464",-108.994781194503,3.50946740062712,"1",11.0538750717946,"AP1","VZ",7.96708212625773,0,0
"SRR2967465",-58.6579463477466,5.87591175337339,"1",45.7757196793395,"AP1","VZ",0,0.446942207245488,0
"SRR2967470",-45.0697384333648,-34.4302359142922,"5",87.6368213492218,"AP1","VZ",7.72069572467801,0,0
"SRR2967471",-79.2746992936827,74.992675872453,"1",66.4160745505711,"AP1","VZ",1.96718336648569,0,4.06635617199915
"SRR2967472",-29.5892834557766,99.0987100629847,"3",307.772961601358,"N3","CP",0,0,9.18456297305405
"SRR2967473",-53.5278317333205,-6.81638494980317,"5",116.131958490995,"AP2","iSVZ",8.91419674723973,0,0.847614541703534
"SRR2967474",-78.6549959209797,158.455073311292,"3",382.556481515028,"N3","CP",1.47369860714527,0,8.39963681769089
"SRR2967476",-136.672287911259,1.91135201288885,"1",34.7548004302913,"AP1","VZ",9.75796330629734,0,0.246232946511906
"SRR2967477",5.39087562727063,33.4621152178919,"3",272.612167139906,"N3","CP",4.83950615536944,0,7.69868383347854
"SRR2967478",-135.726752483202,26.7477883498538,"1",34.621967359311,"AP1","VZ",8.37084866582014,5.28966850144771,4.20260578471626
"SRR2967480",54.0247850903891,-29.172124338634,"6",177.408113933219,"BP1","iSVZ",5.07441124023629,0,6.00932477555286
"SRR2967483",-49.6295484592828,-33.743085143972,"5",91.5610553664135,"AP1","VZ",8.32260870604071,0,0.998715429694993
"SRR2967484",3.36434678607041,38.5741870458799,"3",268.278076946283,"N3","CP",0,2.68994990407207,3.88020552649924
"SRR2967486",1.31873424424739,-15.2397563808842,"6",195.72213595235,"BP1","iSVZ",4.16765497928152,6.21370110693649,2.64574545977677
"SRR2967488",-76.710892819548,-27.5214567299348,"1",48.9944540376499,"AP1","VZ",7.19157252024231,0,0
"SRR2967491",-62.1062289084477,-24.6259493145292,"5",107.000707723796,"AP2","VZ",7.38866312361939,1.73720217675367,0
"SRR2967492",31.3304408812423,-94.502109844246,"6",223.163297994778,"BP2","oSVZ",0,0,0
"SRR2967493",-9.81596784240472,-1.23666238414783,"3",298.416018471897,"N3","CP",5.00144197417391,0,7.43935717847426
"SRR2967497",-59.0914517741909,-21.177635363651,"5",106.896243705059,"AP2","VZ",5.49505232948411,0,0.434809145261313
"SRR2967498",-58.4421284138261,-19.4362575065202,"5",107.724515262214,"AP2","VZ",5.54187410558094,0,0
"SRR2967499",-40.6188885283829,-39.8789797879491,"5",82.6208558696915,"AP1","VZ",7.97407610474345,0,0
"SRR2967502",66.4434223535197,-85.5165943231492,"6",222.21602621875,"BP2","oSVZ",0,6.26912667914942,0.802759014744129
"SRR2967505",2.81249362111494,19.5281731126955,"3",281.449618784075,"N3","CP",0.406616122365117,0,7.57666573516288
"SRR2967507",-42.8195336832022,-32.3610341849733,"5",88.507623205806,"AP1","VZ",7.67041548482643,0,0
"SRR2967508",-1.58930737222427,25.7865870102587,"3",273.850524981624,"N3","CP",4.91923042200893,0,8.04397327192829
"SRR2967509",-74.9252561178258,-22.0519444968872,"5",119.363816955606,"AP2","iSVZ",9.04057466968177,0,0
"SRR2967511",-18.1037806488085,-54.6395947381861,"5",109.485346959981,"AP2","VZ",8.2868395736256,0,8.08027924733511
"SRR2967513",-90.8847924151493,-20.8729976858825,"1",36.5268069549443,"AP1","VZ",8.01113219099011,0,0.235811597452753
"SRR2967514",-28.7584118430029,-14.1611898767486,"5",109.466653146704,"AP2","VZ",8.04437226017708,0,2.2296740512169
