"cell_id","X","Y","cluster","Pseudotime","paper_state","Zone","SOX2","EOMES","MYT1L"
"SRR2967463",-27.5482759636729,-13.2694606467085,"1",60.7915221136871,"AP2","iSVZ",4.36539159444796,0,0
"SRR2967464",-62.211618227119,-22.0947583213339,"4",26.0417987042704,"AP1","VZ",1.43953271696992,0,0
"SRR2967465",-30.8683681760712,3.20186869781615,"5",86.7215424638388,"BP1","iSVZ",0,0.446942207245488,0
"SRR2967466",-54.1478450814003,-34.3870435263795,"4",15.7172816524946,"AP1","VZ",4.07661039916393,0,0
"SRR2967467",-37.9812109277701,-44.0601616345775,"4",11.2017578145159,"AP1","VZ",0,0.522821098777075,0
"SRR2967468",-59.1201308686852,-9.80689112489367,"5",76.2811418285699,"BP1","iSVZ",0,0,0
"SRR2967469",-100.665929787076,-11.8923341598207,"3",111.272450657071,"BP2","iSVZ",1.74130733729438,0,0.238176641718053
"SRR2967470",8.34072763409101,-40.2800146963434,"1",52.8613149570551,"AP2","VZ",0.66919915273058,0,0
"SRR2967471",-62.8687731339644,59.6856133096579,"5",98.8214531703323,"BP1","iSVZ",0,0,4.06635617199915
"SRR2967472",-9.24577535619994,85.8892350579282,"2",189.442881128271,"N2","CP",0,0,9.18456297305405
"SRR2967473",-11.0246478845452,-14.20060610991,"1",48.4680362433052,"AP2","VZ",3.52123923003638,0,0.847614541703534
"SRR2967474",-66.3588456579318,130.456652136806,"3",208.076115220776,"N3","CP",0,0,8.39963681769089
"SRR2967475",14.3015911495118,61.8624255001735,"2",155.821639833591,"N2","CP",0,0,5.37359949432651
"SRR2967476",-79.2922100092397,-32.2417736051188,"4",40.7931678477371,"AP1","VZ",4.69060147157511,0,0.246232946511906
"SRR2967477",40.7497941699612,33.4445828107424,"2",117.871836768966,"BP2","oSVZ",0,0,7.69868383347854
"SRR2967478",-93.9121009056215,-8.77926812251916,"4",60.4190567633554,"AP2","VZ",3.26047736865342,5.28966850144771,4.20260578471626
"SRR2967479",-81.9200727577757,-19.3818170512198,"4",45.463308125263,"AP2","VZ",5.32967616467775,0,0
"SRR2967480",96.5120112948689,-13.624321963516,"6",196.49793347381,"N2","CP",0,0,6.00932477555286
"SRR2967481",-39.1398635330484,-29.70532767797,"4",3.2285355271537,"AP1","VZ",1.96634555696234,0,0
"SRR2967483",1.66248230067333,-40.0395145166263,"1",48.7246544667646,"AP2","VZ",1.85655948916873,0,0.998715429694993
"SRR2967484",38.301437491574,39.7619279178896,"2",123.197604798331,"BP2","oSVZ",0,2.68994990407207,3.88020552649924
