"cell_id","Component_1","Component_2","State","Pseudotime","stage_group","paper_like_label","PAX6","EOMES","MYT1L","Zone"
"SRR2967283",-18.9725097725511,-1.24847565131368,"5",39.116510072395,"N_like","N1",7.97206650795775,0,3.44154456441967,"CP"
"SRR2967284",-19.2438586861125,-0.944911769072171,"5",39.2914202562309,"N_like","N1",0,0,0.327732196233716,"CP"
"SRR2967285",-15.7618793193328,-0.538191882402963,"5",35.8348548884852,"N_like","N1",8.16085465730326,0,1.85778596937518,"CP"
"SRR2967286",-19.6948851586275,-1.23270631265472,"5",39.8053070104515,"N_like","N1",7.5400040137984,0,0,"CP"
"SRR2967287",-10.498940783712,1.11615393128802,"4",30.1812876550529,"N_like","BP1",0.220878446227177,0,0,"oSVZ"
"SRR2967288",6.70087261824955,4.82554229234616,"3",13.1537220186007,"BP_like","BP2",0,0,0.217229475192143,"iSVZ"
"SRR2967289",-4.70803698397178,2.58553087569467,"4",24.2489700631472,"BP_like","BP1",0,0,0,"oSVZ"
"SRR2967290",-1.47664540893,3.31162437151148,"4",20.9461628523048,"BP_like","BP1",0,0,0,"oSVZ"
"SRR2967291",-18.1740772717516,-1.04712271346683,"5",38.2943309377165,"N_like","N1",5.33166580980892,0,0,"CP"
"SRR2967292",13.8942541524528,-4.28716279574352,"1",1.02035831202901,"AP_like","AP1",8.42820521600396,0,6.34569619599333,"VZ"
"SRR2967293",-15.1857609305395,0.195928983938298,"5",35.0961486221243,"N_like","N1",7.1435056656665,0,0,"CP"
"SRR2967294",-19.0381219151982,-1.02355163200474,"5",39.1161286692647,"N_like","N1",7.86508986787772,0,0,"CP"
"SRR2967295",-6.14127815530292,2.68288486591525,"4",25.6456457841458,"BP_like","BP1",0.643346424420425,0,0,"oSVZ"
"SRR2967296",-12.9840589521013,0.307791252400365,"5",32.9377115047068,"N_like","N1",6.16707687673126,0,0,"oSVZ"
"SRR2967297",-5.11104434585492,2.58667747707851,"4",24.6457855731598,"BP_like","BP1",0,0,0,"oSVZ"
"SRR2967298",-15.4409734383509,-0.200324226910323,"5",35.4396235353732,"N_like","N1",1.3050716564503,0,0.139728803207072,"CP"
"SRR2967299",6.70632088643731,4.84730982397241,"3",13.1760661592581,"BP_like","BP2",0.275563748824412,0,0,"iSVZ"
"SRR2967300",-15.0846263902455,-0.154531966480846,"5",35.0840138104765,"N_like","N1",0,0,0.658503077657282,"CP"
"SRR2967301",8.43896708359822,5.07812290165647,"3",13.9736520389362,"BP_like","BP2",7.81722032098365,0,4.55426344120586,"iSVZ"
"SRR2967302",-11.6496428168405,-0.939751713357474,"6",32.7966622113601,"N_like","N2",0,0,6.91461235741715,"oSVZ"
"SRR2967303",-8.98669836526495,1.47109010681208,"4",28.638359895252,"N_like","BP1",0,0,0,"oSVZ"
"SRR2967304",-17.100366346679,-0.916694675606992,"5",37.2261275617456,"N_like","N1",0,0,0,"CP"
"SRR2967305",-11.7635855359269,-0.0139385410657669,"6",31.8642392374997,"N_like","N2",6.5506359821492,0,5.78933540342196,"oSVZ"
"SRR2967306",-13.4083785146878,0.601388863332116,"5",33.2790910076604,"N_like","N1",5.89021806139232,0,0,"oSVZ"
"SRR2967307",-11.8683500485478,-0.477909054393797,"6",32.3071689322524,"N_like","N2",7.85931114355317,0,4.84668887138114,"oSVZ"
"SRR2967308",-0.609681322248789,3.36501712445321,"4",20.0905315498352,"BP_like","BP1",7.81270999331516,0,0,"oSVZ"
"SRR2967309",-2.59042404823336,2.35418199046638,"4",22.1871699015977,"BP_like","BP1",3.06814453508993,0,6.87781785496118,"oSVZ"
"SRR2967310",9.27657596067952,2.86220102365061,"2",9.41503306367544,"BP_like","BP3",6.63417213053329,0,0,"iSVZ"
"SRR2967311",-10.8096476614244,0.733290288297489,"4",30.5960073612689,"N_like","BP1",0.307020432518392,0,0,"oSVZ"
"SRR2967312",-16.8133803944379,-0.627584598771862,"5",36.8725336605531,"N_like","N1",1.39288889161623,0,0,"CP"
"SRR2967313",-18.8899501517451,-2.07309513055855,"5",39.2695189185597,"N_like","N1",7.79609802949333,3.55812066272863,6.92231679921813,"CP"
"SRR2967314",0.203893580688642,3.72127405317972,"4",19.2453383821343,"BP_like","BP1",0,0,0,"oSVZ"
"SRR2967315",1.13436088485138,3.50269146093652,"4",18.364935564538,"BP_like","BP1",4.13779859028661,0,0,"oSVZ"
"SRR2967316",-9.01659712487367,1.5493404150474,"4",28.6449941224455,"N_like","BP1",6.47842341200899,0,0,"oSVZ"
"SRR2967317",-17.7061900286428,-1.39233519197129,"5",37.9378537674453,"N_like","N1",8.58948636466646,4.61994702586452,5.23749106168064,"CP"
"SRR2967318",-10.4638946470844,1.00196692655037,"4",30.1836347618902,"N_like","BP1",0,0,0.151045691949724,"oSVZ"
"SRR2967319",14.2881252744835,0.401830055256574,"7",8.10559582521177,"AP_like","AP2",0,0,9.63151904123023,"VZ"
"SRR2967320",1.73971973520145,3.34444405757037,"4",17.7795869099575,"BP_like","BP1",0,0,0,"oSVZ"
"SRR2967321",-5.16213169865207,2.68388405591599,"4",24.6814460382955,"BP_like","BP1",0,0,0,"oSVZ"
"SRR2967322",7.29126551108259,5.02073607223875,"3",13.5353411662846,"BP_like","BP2",0,0,0,"iSVZ"
"SRR2967323",0.664691972617691,3.60636286527082,"4",18.8174257365765,"BP_like","BP1",7.50796109540811,0,0,"oSVZ"
"SRR2967324",-18.8501608813094,-1.2233802416363,"5",38.9920318750974,"N_like","N1",0,0,0,"CP"
"SRR2967325",-10.8293387885681,0.86773946113804,"4",30.5720034385541,"N_like","BP1",6.8149605130157,0,0,"oSVZ"
"SRR2967326",4.63755121230435,3.87145250060495,"4",14.8931601339916,"BP_like","BP1",0,0,0,"oSVZ"
"SRR2967327",-4.28787106908678,2.62876612791698,"4",23.8291730144807,"BP_like","BP1",0,0,0,"oSVZ"
"SRR2967328",-9.52359840347868,1.88167655123893,"4",29.0327025047221,"N_like","BP1",0,0,0,"oSVZ"
"SRR2967329",2.19445539932224,3.70333501609621,"4",17.3241500119224,"BP_like","BP1",3.37197558098957,0,0.0889073927228336,"oSVZ"
"SRR2967330",1.67207812689061,3.41134128660316,"4",17.8421668144548,"BP_like","BP1",0,0,0,"oSVZ"
"SRR2967331",-4.29668492386524,2.61476583811066,"4",23.8398961584282,"BP_like","BP1",5.94779704995437,0,0,"oSVZ"
"SRR2967332",-8.74889267865776,2.06679945029661,"4",28.2540254573175,"N_like","BP1",6.67561836550752,0,1.05981210486304,"oSVZ"
"SRR2967333",7.46963456351295,5.19836816077201,"3",13.7624524566051,"BP_like","BP2",6.8989096936818,0,0,"iSVZ"
"SRR2967334",-17.197086658677,-0.642327276784159,"5",37.2456037282828,"N_like","N1",7.80090636939029,0,0,"CP"
"SRR2967335",-8.27085196888586,1.82302401997894,"4",27.8595315172767,"N_like","BP1",0,0,1.00779829278709,"oSVZ"
"SRR2967336",-19.3591071530902,-1.15994692121535,"5",39.4625885373655,"N_like","N1",1.15352649615989,0,0,"CP"
"SRR2967337",-12.9600689765335,0.302192430272757,"5",32.9155397045245,"N_like","N1",7.33083622831154,5.64528086879952,1.50023097946419,"oSVZ"
"SRR2967338",-7.19906482236773,2.4665643644382,"4",26.6669545099268,"BP_like","BP1",8.17893369750717,0,0,"oSVZ"
"SRR2967339",-6.51384135360284,2.58781494451189,"4",26.0212238144871,"BP_like","BP1",4.5496075684275,0,0.109671733385434,"oSVZ"
"SRR2967340",-19.8106493154801,-1.65511478571508,"5",40.0353589890928,"N_like","N1",0,0,0,"CP"
"SRR2967341",-4.690692354054,2.52632220912437,"4",24.2406378446816,"BP_like","BP1",0,0.321124578568887,0,"oSVZ"
"SRR2967342",6.66482769445727,5.27117046736869,"3",13.5616235574643,"BP_like","BP2",8.56283769934835,0,0,"iSVZ"
"SRR2967343",-5.08496218246727,2.3090393926255,"4",24.6623750146562,"BP_like","BP1",1.38897749916828,0,0,"oSVZ"
"SRR2967344",-19.0410108994099,-1.2019037394917,"5",39.1691372104132,"N_like","N1",0.264972326265486,0,0,"CP"
"SRR2967345",0.23779130727235,3.56705726714932,"4",19.2302861631023,"BP_like","BP1",1.46848948013139,0,1.18425490022377,"oSVZ"
"SRR2967346",-11.4485386565175,-1.01365806158302,"6",32.8999837614149,"N_like","N2",5.55561065452556,0,8.59559316974456,"oSVZ"
"SRR2967347",7.09540146702291,5.06107135511121,"3",13.5077783941593,"BP_like","BP2",8.79062218368347,0,0,"iSVZ"
"SRR2967348",-15.4094402211538,-0.336572433466528,"5",35.4431246441791,"N_like","N1",6.04132184460124,0,0,"CP"
"SRR2967349",-15.8270976641481,-0.164642315920414,"5",35.802580759416,"N_like","N1",4.61948931059625,0,0,"CP"
"SRR2967350",-18.631100252704,-2.50015179334788,"5",39.1413866633949,"N_like","N1",4.6564963705535,0,8.37439615884164,"CP"
"SRR2967351",-13.3416168279596,0.128485311148785,"5",33.3252364531434,"N_like","N1",0,0,0,"oSVZ"
"SRR2967352",-3.10054261513254,2.7958345213509,"4",22.6307681050156,"BP_like","BP1",0,0,0,"oSVZ"
"SRR2967353",13.9828873294466,-4.24666518288351,"1",1.01313163231725,"AP_like","AP1",0,0,7.71171514862302,"VZ"
"SRR2967354",13.9087595493167,-4.33137931948189,"1",0.97461926789736,"AP_like","AP1",0.30275654604288,0,6.28711948319808,"VZ"
"SRR2967355",13.1272525953045,-4.81581289524572,"1",0.926716583858968,"AP_like","AP1",1.73424788393101,0.278693724608166,7.8649722920979,"VZ"
"SRR2967356",-11.8804962966755,0.0187421752169534,"5",31.9193066049615,"N_like","N1",0,0,0,"oSVZ"
"SRR2967357",9.37493815643212,2.73377601476896,"2",9.28450502105434,"BP_like","BP3",0,0,0,"iSVZ"
"SRR2967358",-10.2049126382323,1.42456651689289,"4",29.809172928404,"N_like","BP1",7.46798043906496,0,0.934573113753575,"oSVZ"
"SRR2967359",12.9235562450666,-2.36677614334901,"1",3.17009218100353,"AP_like","AP1",0,1.97905220437771,5.38071559767822,"VZ"
"SRR2967360",-19.6596659514457,-1.31739294687542,"5",39.7953589963879,"N_like","N1",7.11142783205038,0.858116303627384,0,"CP"
"SRR2967361",-19.7376928420177,-1.55155800221707,"5",39.9361790010521,"N_like","N1",5.87644327515001,0,0,"CP"
"SRR2967362",9.36513338045593,2.78228929043014,"2",9.3162334312168,"BP_like","BP3",0,0,0,"iSVZ"
"SRR2967363",-6.01258857620335,2.40642686974245,"4",25.5622339771585,"BP_like","BP1",7.15482823319231,0,0,"oSVZ"
"SRR2967364",-7.11729568126965,2.21463245300381,"4",26.6493781717998,"BP_like","BP1",6.51407174917564,0,0,"oSVZ"
"SRR2967365",13.0442765715135,-5.05152567290756,"1",0.760150509081874,"AP_like","AP1",0,2.8441365446341,5.00705642894797,"VZ"
"SRR2967366",-6.93183045573224,2.4836767672109,"4",26.4469829429241,"BP_like","BP1",7.55780829893669,0,0,"oSVZ"
"SRR2967367",-6.97075567379425,2.33094220905768,"4",26.4818936091622,"BP_like","BP1",4.88743753661878,0,0,"oSVZ"
"SRR2967368",-18.9949480408971,-0.857900959980264,"5",39.0280470116856,"N_like","N1",3.50145188413169,0,0.20006862915694,"CP"
